,name,Largest cavity diameter (?),Pore limiting diameter (?),Largest free pore diameter (?),Density (cm^3/g),Accessible Surface Area (m^2/cm^3),Accessible Surface Area (m^2/g),Nonaccessible Surface Area (m^2/cm^3),Nonaccessible surface area (m^2/g),Accessible volume volume fraction,Accessible Volume (cm^3/g),Nonaccessible Volume (cm^3/g),Metal type,Has open metal site,Type of open metal,Extension,overlap with Free solvent remove COREMOF,from CSD database,public,Has disorder,CSD_overlap_inCoRE,CSD_of_WoS_inCoRE,CSD_overlap_inCCDC,date_CSD,DOI_public,Note,Matched_CSD_of_CoRE,Possible_List_CSD_of_CoRE,,,,,,,,,,,,,,,,,,,,
3528,GAXDIS10_clean,5.63603,3.80534,5.63603,1.31969,1996.73,1513.03,0,0,0.6636,0.502846,0,Cd,Yes,Cd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3532,GAXGOD_clean,5.08632,3.052,5.08632,1.30836,0,0,405.215,309.713,0.4256,0.325293,0,Mn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3533,GAXKOH_clean,9.78617,8.86105,9.78617,0.959935,1692.37,1763,0,0,0.6186,0.644419,0,"Cd,K",Yes,Cd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3535,GAXQIH_clean,5.17093,4.52481,5.06299,1.36553,783.142,573.505,0,0,0.4372,0.320168,0,Ni,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3536,GAXVUY_clean,6.10604,3.07582,5.9657,1.07253,0,0,1413.31,1317.74,0.5886,0.548796,0,"Ca,Zn",Yes,"Ca,Zn",clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3537,GAXWAF_clean,6.35613,3.00777,6.26079,1.16133,0,0,1417.7,1220.75,0.5912,0.509071,0,"Sr,Zn",Yes,"Sr,Zn",clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3538,GAXWEJ_clean,4.40485,2.71207,4.39684,1.56723,0,0,539.867,344.471,0.4694,0.299509,0,"Ba,Zn",Yes,Ba,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3539,GAYFOD_clean,5.97544,5.52117,5.96891,1.15207,1504.89,1306.25,0,0,0.626,0.543372,0,Zn,No, ,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3540,GAYFUJ_clean,5.68191,5.17685,5.68191,1.29989,1899.11,1460.97,0,0,0.6252,0.480962,0,Cd,Yes,Cd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3541,GAYGAQ_clean_h,5.42545,4.61164,5.42545,1.32331,1222.55,923.858,0,0,0.5596,0.42288,0,Cu,Yes,Cu,clean_h,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3542,GAYPED_clean,9.58074,6.82289,7.89267,0.900136,2106.29,2339.97,0,0,0.6514,0.723668,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3543,GAYTEH_ion_b,7.25944,3.65684,7.23718,1.37181,1135.72,827.897,0,0,0.497,0.362294,0,"Cu,Na",Yes,Cu,ion_b,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3544,GAZLAW_clean,5.89078,3.42545,5.89078,1.13599,1083.97,954.205,0,0,0.5156,0.453877,0,"Na,Co",No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3551,GAZZIS_charged,11.11626,7.91904,10.92252,0.721226,1877.77,2603.58,0,0,0.6858,0.950881,0,In,No, ,charged,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3546,GAZZIS01_charged,11.17851,7.92037,10.89859,0.716256,1846.76,2578.36,0,0,0.6862,0.958038,0,In,No, ,charged,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3547,GAZZIS02_charged,11.20436,7.94034,11.20436,0.711008,1877.62,2640.79,0,0,0.6876,0.967078,0,In,No, ,charged,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3548,GAZZIS03_charged,11.21713,7.9594,11.21713,0.708632,1875.04,2646,0,0,0.6888,0.972013,0,In,Yes,In,charged,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3549,GAZZIS04_charged,11.31495,8.02511,11.31495,0.701206,1844.81,2630.91,0,0,0.6916,0.986301,0,In,Yes,In,charged,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3550,GAZZIS05_charged,11.58602,8.06264,11.56229,0.694521,1834.07,2640.77,0,0,0.6964,1.0027,0,In,No, ,charged,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3552,GEBCAT_clean,7.82822,4.28279,7.82194,1.50818,1191.52,790.035,0,0,0.4616,0.306064,0,"K,Co",Yes,K,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3554,GEBPEK_clean,17.98452,9.34908,17.98452,0.462491,1934.3,4182.35,0,0,0.837,1.80977,0,Zn,No, ,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3555,GEBSAJ_clean,5.78022,5.25567,5.78022,2.94845,1017.65,345.147,0,0,0.414,0.140413,0,In,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3556,GECRAI_charged,3.60124,2.59232,3.60124,1.90766,0,0,53.4388,28.0127,0.3438,0.180221,0,V,Yes,V,charged,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3557,GEDDAW_clean,10.55388,8.11262,10.55388,0.996818,2113.88,2120.63,0,0,0.7028,0.705043,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3558,GEDDEA_clean,10.13591,3.81582,10.13591,1.29721,1601.1,1234.26,0,0,0.591,0.455593,0,Ni,Yes,Ni,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3559,GEDLIM_clean,7.1997,3.30533,7.07142,1.13684,0,0,981.551,863.405,0.523,0.460048,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3560,GEDPAH_clean,6.03167,4.27212,6.03167,1.25052,927.95,742.052,0,0,0.4286,0.342738,0,Na,Yes,Na,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3561,GEDQIR_clean,6.54643,4.98654,6.54643,1.05474,2262.59,2145.17,0,0,0.6334,0.600529,0,Nd,Yes,Nd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3562,GEDQOX_clean,6.45005,4.67913,6.43264,1.07947,2326.66,2155.37,0,0,0.632,0.585473,0,Nd,Yes,Nd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3563,GEDQUD_charged,5.25686,3.77734,5.24403,1.25709,1297.87,1032.45,0,0,0.5522,0.43927,0,Nd,No, ,charged,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3564,GEDRAK_clean,5.77362,3.92842,5.19693,1.15636,2398.21,2073.93,0,0,0.6018,0.520425,0,Nd,Yes,Nd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3565,GEDREO_clean,5.54518,3.28289,5.54518,1.31295,0,0,1181.14,899.609,0.5332,0.406109,0,Nd,Yes,Nd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3567,GEDROY_clean,5.0096,3.45081,4.98262,1.23925,1556.79,1256.24,20.5089,16.5495,0.5694,0.459473,0,Nd,Yes,Nd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3568,GEDRUE_clean,6.04452,4.23776,6.03554,1.11864,2304.55,2060.12,0,0,0.6118,0.546912,0,Nd,Yes,Nd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3569,GEDSAL_clean,5.44628,3.82645,5.44628,1.17011,2237.72,1912.41,0,0,0.5966,0.509868,0,Nd,Yes,Nd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3570,GEDSEP_clean,4.82283,3.73359,4.81042,1.38544,1023.08,738.448,0,0,0.5156,0.372155,0,Nd,Yes,Nd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3572,GEDSOZ_clean,6.10424,4.23086,6.10424,1.10708,2330.43,2105.02,0,0,0.618,0.558223,0,Nd,Yes,Nd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3573,GEDSUF_clean,6.8646,4.02613,6.8646,1.20789,1460.83,1209.4,0,0,0.5606,0.464115,0,Nd,Yes,Nd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3574,GEDTAM_clean,6.16288,4.28316,6.16288,1.08963,2317.05,2126.45,0,0,0.629,0.577258,0,Nd,Yes,Nd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3575,GEFFUT_clean,5.01317,3.07239,4.97334,1.13405,0,0,768.603,677.751,0.5182,0.456947,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3576,GEFYUN_clean,6.73786,6.27962,6.66229,1.04811,1399.46,1335.23,0,0,0.5478,0.522657,0,Cu,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3577,GEFZAU_clean,6.43441,5.83045,6.43102,0.991134,1373.29,1385.58,0,0,0.5466,0.55149,0,Cu,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3578,GEGBEB_clean,4.72277,3.21984,4.36436,1.22883,0,0,690.277,561.734,0.5214,0.424305,0,"Ag,Eu",Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3579,GEGBOL_clean,4.71731,3.22624,4.44524,1.22917,0,0,689.784,561.178,0.522,0.424676,0,"Gd,Ag",Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3580,GEGDED_clean,10.73095,6.57358,10.72652,0.838883,2111.23,2516.71,0,0,0.6964,0.830152,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3581,GEGGEG01_clean,4.4734,3.53731,4.46972,1.51151,780.594,516.434,0,0,0.4522,0.299171,0,Co,Yes,Co,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3584,GEGGIK_clean,4.4635,3.52722,4.4561,1.51854,764.891,503.702,0,0,0.4512,0.297128,0,Co,Yes,Co,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3583,GEGGIK01_clean,4.44976,3.51616,4.44506,1.53378,754.006,491.601,0,0,0.45,0.293393,0,Co,Yes,Co,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3585,GEGGUW_clean,4.63719,3.51738,4.44195,1.53214,779.383,508.688,0,0,0.4588,0.29945,0,"Ni,Co",Yes,"Ni,Co",clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3586,GEGHAD_clean,4.65392,3.51526,4.65392,1.53055,804.048,525.333,0,0,0.4664,0.304727,0,Ni,Yes,Ni,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3587,GEGSIW_clean,7.85146,2.85269,7.84347,1.08118,0,0,1176.8,1088.44,0.5288,0.489093,0,Ca,Yes,Ca,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3588,GEGWAS_clean,5.44742,3.17954,5.44742,1.34706,0,0,902.139,669.712,0.5032,0.373555,0,"Ca,Eu",Yes,Ca,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3589,GEHSAN_clean,4.21897,2.65292,4.13931,1.49275,0,0,232.374,155.668,0.35,0.234466,0,"Ca,Fe",Yes,Ca,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3590,GEJJEL01_clean,4.95342,3.83497,4.95342,1.99384,910.263,456.538,0,0,0.4388,0.220078,0,Nd,Yes,Nd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3591,GEKVEZ_clean,4.60932,3.49419,4.2137,1.75988,1163.32,661.023,0,0,0.526,0.298883,0,"Mo,Yb,Cs",Yes,"Yb,Cs",clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3592,GELJAJ_clean,4.01632,2.59819,4.00607,1.41565,0,0,230.354,162.72,0.4348,0.307138,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3595,GELVEZ_clean,3.84426,2.61776,3.84187,1.42688,0,0,240.041,168.228,0.4886,0.342426,0,Mn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3593,GELVEZ01_clean,3.8103,2.63566,3.8103,1.43691,0,0,133.683,93.0351,0.4852,0.33767,0,Mn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3594,GELVEZ02_clean,3.82815,2.55625,3.82815,1.43716,0,0,155.352,108.097,0.4794,0.333575,0,Mn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3597,GELVID_clean,3.61966,2.43534,3.61901,1.57413,0,0,69.6565,44.2507,0.4652,0.295528,0,Ni,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3596,GELVID01_clean,3.57252,2.40588,3.57252,1.58898,0,0,38.225,24.0563,0.4574,0.287858,0,Ni,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3599,GEPDEM_clean,4.09249,3.45067,4.09249,1.44433,525.305,363.701,0,0,0.487,0.33718,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601,GERNOI_clean,6.93892,3.80818,6.45255,1.05982,1273.96,1202.05,0,0,0.5412,0.510651,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3602,GERPUP_clean,8.51519,7.38328,8.51519,1.47529,1095.68,742.686,1.06498,0.721878,0.5678,0.384873,0,"Cu,Sm",Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3603,GERWEH_clean,9.16485,6.64251,9.16485,1.11428,1571.66,1410.47,39.9079,35.815,0.625,0.560902,0,"Cu,Si",Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3604,GERWIL_charged,4.68243,2.43038,4.67296,1.23256,0,0,503.954,408.867,0.4944,0.401116,0,"Zn,Si",No, ,charged,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3605,GERWOR_charged,4.97116,3.27603,4.88417,1.15577,0,0,885.866,766.47,0.538,0.465489,0,"Cd,Si",No, ,charged,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3606,GESBOW_charged,9.3261,6.791,9.3261,1.20544,1671.98,1387.02,0,0,0.5642,0.468044,0.000331829,"Na,Mn",Yes,Mn,charged,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3607,GESBUC_charged,11.6643,6.15098,11.6643,1.20476,1631.32,1354.07,0,0,0.6028,0.50035,0.000664034,"Na,Mn",No, ,charged,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3608,GESDUF_clean,7.63383,7.44692,7.63383,1.05439,936.707,888.384,0,0,0.5408,0.512901,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3609,GESFAN_clean,7.57798,7.34904,7.57798,1.05603,938.983,889.166,0,0,0.5286,0.500556,0,Ni,Yes,Ni,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3610,GESNIC_clean,6.37295,3.61972,6.37295,1.65786,713.721,430.507,0.0971657,0.058609,0.4796,0.289288,0,La,Yes,La,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3611,GESNOI_clean,6.41874,3.48818,6.41739,1.68473,668.393,396.736,0,0,0.4826,0.286455,0,Nd,Yes,Nd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3613,GETXAG_clean,3.33124,2.61042,3.22772,1.54101,0,0,0,0,0.3762,0.244126,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,GETXAG01_clean,3.334,2.6262,3.17422,1.56139,0,0,0.156206,0.100043,0.3642,0.233254,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3615,GEVKID_clean,4.59038,3.02065,4.5824,1.67391,0,0,411.718,245.961,0.4722,0.282093,0,Cd,Yes,Cd,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3616,GEVXAI_clean,3.71553,2.68712,3.70664,2.06408,0,0,101.112,48.9867,0.415,0.201058,0,Gd,Yes,Gd,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3617,GEVXIQ_clean,5.46888,4.61181,5.39982,1.67855,1326.24,790.111,0,0,0.5498,0.327545,0,Gd,Yes,Gd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3618,GEVYEN_clean,3.46357,2.43005,3.46238,1.41407,0,0,19.7228,13.9475,0.4294,0.303662,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3619,GEWXAJ_clean,4.82967,4.48576,4.82967,1.6967,607.999,358.342,0,0,0.4016,0.236695,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3620,GEYFIB_clean,12.3555,5.62488,12.3555,0.95864,2444.88,2550.36,0,0,0.74,0.771927,0,Cu,Yes,Cu,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3621,GEZFIC_charged,4.12718,3.16539,4.09883,1.23461,0,0,460.332,372.856,0.47,0.380687,0,Zn,No, ,charged,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3622,GEZFOI_charged,4.42038,2.61122,4.41452,1.21643,0,0,489.585,402.479,0.5176,0.425509,0,Cd,No, ,charged,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3623,GEZRAG_clean,7.97174,5.12774,7.97032,1.15353,2068.35,1793.06,0,0,0.6172,0.535054,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3624,GEZYOB_clean,5.97203,4.53159,5.97203,1.47469,1908.41,1294.11,0,0,0.5414,0.367128,0,V,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3625,GEZYUH_clean,5.69188,4.56898,5.68303,1.43146,1889,1319.63,0,0,0.5604,0.39149,0,V,Yes,V,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3626,GEZZAO_clean,5.2549,3.39885,5.248,1.74668,1200.92,687.544,0,0,0.4976,0.284883,0,V,Yes,V,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3627,GIDKOU_clean,4.78674,3.41448,4.67256,1.74547,701.395,401.837,0,0,0.4798,0.274883,0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3628,GIFFAE_clean,5.12876,3.25577,5.12146,1.85543,0,0,1249.04,673.178,0.5526,0.297828,0,Sm,Yes,Sm,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3629,GIFFEI_clean,5.10703,3.23803,5.10703,1.88143,0,0,1227.08,652.207,0.5504,0.292543,0,Eu,Yes,Eu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3631,GIFKEL_clean,4.63167,4.31957,4.63167,1.28045,1230.74,961.183,0,0,0.5428,0.423914,0,"Cd,Ni",Yes,Ni,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3632,GIFKIP_clean,4.45514,4.16679,4.45514,1.26421,1156.73,914.98,0,0,0.5336,0.422081,0,"Ni,Cd",Yes,Ni,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3634,GIGWID01_clean,3.32151,2.73215,3.30755,1.85399,0,0,0,0,0.365,0.196873,0,Pr,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3635,GIHBII_clean,4.5778,2.7831,4.5778,2.52371,0,0,575.501,228.038,0.4284,0.16975,0,Ga,No, ,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3636,GIHPAQ_clean,6.0679,3.20702,4.88779,1.37065,0,0,933.937,681.382,0.517,0.377193,0,"W,Ni",Yes,W,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3637,GIHPEU_clean,6.0987,3.28751,5.1885,1.35116,0,0,968.845,717.047,0.5136,0.380118,0,"W,Co",Yes,W,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3639,GIJXAA_clean,10.59462,7.92596,10.59462,0.990408,1761.1,1778.16,0,0,0.6526,0.658921,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3651,GIKMOD_clean,3.93708,2.55442,3.90897,1.91107,0,0,266.752,139.583,0.4446,0.232645,0,Cu,Yes,Cu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3640,GIKMOD01_clean,3.91444,2.48549,3.90014,1.91817,0,0,255.59,133.247,0.4382,0.228447,0,Cu,Yes,Cu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3641,GIKMOD02_clean,3.9282,2.51015,3.91483,1.90638,0,0,273.912,143.682,0.4464,0.234161,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3642,GIKMOD03_clean,3.92289,2.50215,3.90677,1.90802,0,0,270.608,141.827,0.4446,0.233017,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3643,GIKMOD04_clean,3.94077,2.529,3.93907,1.90165,0,0,280.025,147.253,0.4478,0.23548,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3644,GIKMOD05_clean,3.93179,2.53368,3.92903,1.89878,0,0,279.622,147.264,0.4476,0.235731,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3645,GIKMOD06_clean,3.96173,2.5601,3.95762,1.89221,0,0,282.311,149.196,0.4508,0.23824,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3646,GIKMOD08_clean,3.94198,2.56651,3.93891,1.89919,0,0,277.543,146.137,0.4462,0.234942,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3647,GIKMOD09_clean,3.94339,2.58011,3.77982,1.89876,0,0,276.112,145.417,0.445,0.234364,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3648,GIKMOD10_clean,3.94696,2.59885,3.94696,1.88932,0,0,273.768,144.903,0.4478,0.237017,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3649,GIKMOD11_clean,3.92028,2.61268,3.92028,1.90006,0,0,276.148,145.336,0.4504,0.237045,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3650,GIKMOD12_clean,3.92332,2.57144,3.92332,1.90524,0,0,263.515,138.31,0.445,0.233566,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3653,GIKQIC_clean,3.78387,3.47181,3.77533,1.63861,422.447,257.809,0,0,0.4372,0.266812,0,Cd,Yes,Cd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3654,GIMHAM_clean,4.751,2.4657,4.73888,1.44617,0,0,418.952,289.697,0.4792,0.331357,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3655,GIMSIG_clean,8.71143,5.70228,8.71143,1.44846,1502.61,1037.38,0,0,0.5786,0.399459,0,Cd,Yes,Cd,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3656,GIMSUS_clean,4.94182,3.17204,4.94182,1.63504,0,0,541.618,331.257,0.4382,0.268006,0,Cd,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3657,GIMVAA_clean,3.80885,2.6465,3.67034,1.67581,0,0,281.031,167.699,0.4886,0.29156,0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3659,GINLIA_clean,6.39385,4.60431,6.39349,0.877136,2189.88,2496.63,0,0,0.6554,0.747205,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3660,GINNUO_clean,6.795,5.60459,6.7852,1.38088,911.225,659.887,0,0,0.4604,0.33341,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3661,GINPAW_clean,5.2982,2.63149,5.28355,1.46721,0,0,577.901,393.878,0.4082,0.278215,0,Co,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3664,GIQXEK_clean,5.02308,3.9389,5.02308,1.70666,1611.03,943.967,0,0,0.591,0.34629,0,"Ru,Ce",Yes,"Ru,Ce",clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3665,GIQXIO_clean,4.89641,3.86855,4.89641,1.80531,1632.56,904.31,0,0,0.5842,0.323601,0,"Dy,Ru",Yes,"Dy,Ru",clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3666,GIQXOU_clean,4.81089,3.81392,4.81089,1.85808,1583.35,852.141,0,0,0.5814,0.312903,0,"Ru,Er",Yes,"Ru,Er",clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3667,GIQXUA_clean,4.89316,3.86869,4.89316,1.79298,1637.93,913.522,0,0,0.5838,0.325603,0,"Ru,Gd",Yes,"Ru,Gd",clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3668,GIQYAH_clean,4.79715,3.78414,4.66858,1.84797,1560.79,844.598,0,0,0.5808,0.31429,0,"Ho,Ru",Yes,"Ho,Ru",clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
